,일자2,광역시도,확진자,사망자,전일대비,격리해제,격리중,지역발생,해외유입,10만명당
2789,2020-07-28,대구,6939,191,0,6737,11,0,0,284.80
2790,2020-07-28,부산,170,3,2,151,16,1,1,4.98
2791,2020-07-28,서울,1580,11,6,1400,169,3,3,16.23
2792,2020-07-28,합계,14203,300,28,13007,896,5,23,27.39
2793,2020-07-27,검역,1135,0,7,749,386,0,7,-
2794,2020-07-27,제주,26,0,0,19,7,0,0,3.88
2795,2020-07-27,경남,158,0,0,146,12,0,0,4.70
2796,2020-07-27,경북,1396,54,0,1339,3,0,0,52.43
2797,2020-07-27,전남,36,0,0,24,12,0,0,1.93
2798,2020-07-27,전북,39,0,0,30,9,0,0,2.15
2799,2020-07-27,충남,188,1,1,183,4,0,1,8.86
2800,2020-07-27,충북,73,0,1,67,6,0,1,4.56
2801,2020-07-27,강원,72,3,0,64,5,0,0,4.67
2802,2020-07-27,경기,1514,29,6,1285,200,2,4,11.43
2803,2020-07-27,세종,50,0,0,50,0,0,0,14.61
2804,2020-07-27,울산,58,1,0,53,4,0,0,5.06
2805,2020-07-27,대전,166,2,0,149,15,0,0,11.26
2806,2020-07-27,광주,203,2,0,123,78,0,0,13.94
2807,2020-07-27,인천,380,2,0,357,21,0,0,12.85
2808,2020-07-27,대구,6939,191,0,6732,16,0,0,284.80
2809,2020-07-27,부산,168,3,1,151,14,1,0,4.92
2810,2020-07-27,서울,1574,11,9,1384,179,6,3,16.17
2811,2020-07-27,합계,14175,299,25,12905,971,9,16,27.34
2812,2020-07-26,검역,1128,0,42,746,382,0,42,-
2813,2020-07-26,제주,26,0,0,19,7,0,0,3.88
2814,2020-07-26,경남,158,0,0,146,12,0,0,4.7
2815,2020-07-26,경북,1396,54,0,1339,3,0,0,52.43
2816,2020-07-26,전남,36,0,0,24,12,0,0,1.93
2817,2020-07-26,전북,39,0,0,30,9,0,0,2.15
2818,2020-07-26,충남,187,0,0,182,5,0,0,8.81
2819,2020-07-26,충북,72,0,0,67,5,0,0,4.5
2820,2020-07-26,강원,72,3,0,64,5,0,0,4.67
2821,2020-07-26,경기,1508,29,7,1277,202,5,2,11.38
2822,2020-07-26,세종,50,0,0,50,0,0,0,14.61
2823,2020-07-26,울산,58,1,0,53,4,0,0,5.06
2824,2020-07-26,대전,166,2,0,148,16,0,0,11.26
2825,2020-07-26,광주,203,2,1,122,79,1,0,13.94
2826,2020-07-26,인천,380,2,0,357,21,0,0,12.85
2827,2020-07-26,대구,6939,191,0,6732,16,0,0,284.8
2828,2020-07-26,부산,167,3,1,151,13,1,0,4.89
2829,2020-07-26,서울,1565,11,7,1383,171,5,2,16.08
2830,2020-07-26,합계,14150,298,58,12890,962,12,46,27.29
2831,2020-07-25,검역,1086,0,81,743,343,0,81,-
2832,2020-07-25,제주,26,0,0,19,7,0,0,3.88
2833,2020-07-25,경남,158,0,0,145,13,0,0,4.70
2834,2020-07-25,경북,1396,54,0,1339,3,0,0,52.43
2835,2020-07-25,전남,36,0,1,24,12,0,1,1.93
2836,2020-07-25,전북,39,0,0,30,9,0,0,2.15
2837,2020-07-25,충남,187,0,0,182,5,0,0,8.81
2838,2020-07-25,충북,72,0,0,67,5,0,0,4.50
2839,2020-07-25,강원,72,3,0,62,7,0,0,4.67
2840,2020-07-25,경기,1501,29,14,1266,206,11,3,11.33
2841,2020-07-25,세종,50,0,0,50,0,0,0,14.61
2842,2020-07-25,울산,58,1,1,53,4,0,1,5.06
2843,2020-07-25,대전,166,2,0,146,18,0,0,11.26
2844,2020-07-25,광주,202,2,0,119,81,0,0,13.87
2845,2020-07-25,인천,380,2,0,357,21,0,0,12.85
2846,2020-07-25,대구,6939,191,0,6732,16,0,0,284.80
2847,2020-07-25,부산,166,3,5,151,12,5,0,4.87
2848,2020-07-25,서울,1558,11,11,1381,166,11,0,16.01
2849,2020-07-25,합계,14092,298,113,12866,928,27,86,27.18
2850,2020-07-24,검역,1005,0,3,733,272,0,3,-
2851,2020-07-24,제주,26,0,0,18,8,0,0,3.88
2852,2020-07-24,경남,158,0,2,145,13,0,2,4.70
2853,2020-07-24,경북,1396,54,1,1338,4,0,1,52.43
2854,2020-07-24,전남,35,0,0,24,11,0,0,1.88
2855,2020-07-24,전북,39,0,0,27,12,0,0,2.15
2856,2020-07-24,충남,187,0,0,182,5,0,0,8.81
2857,2020-07-24,충북,72,0,0,67,5,0,0,4.50
2858,2020-07-24,강원,72,3,0,60,9,0,0,4.67
2859,2020-07-24,경기,1487,29,8,1260,198,5,3,11.22
2860,2020-07-24,세종,50,0,0,50,0,0,0,14.61
2861,2020-07-24,울산,57,1,0,53,3,0,0,4.97
2862,2020-07-24,대전,166,2,0,142,22,0,0,11.26
2863,2020-07-24,광주,202,2,2,115,85,2,0,13.87
2864,2020-07-24,인천,380,2,0,355,23,0,0,12.85
2865,2020-07-24,대구,6939,191,2,6730,18,0,2,284.80
2866,2020-07-24,부산,161,3,2,150,8,2,0,4.72
2867,2020-07-24,서울,1547,11,21,1368,168,19,2,15.89
2868,2020-07-24,합계,13979,298,41,12817,864,28,13,26.96
2869,2020-07-23,검역,1002,0,5,706,296,0,5,-
2870,2020-07-23,제주,26,0,0,18,8,0,0,3.88
2871,2020-07-23,경남,156,0,0,144,12,0,0,4.64
2872,2020-07-23,경북,1395,54,0,1338,3,0,0,52.39
2873,2020-07-23,전남,35,0,0,23,12,0,0,1.88
2874,2020-07-23,전북,39,0,0,27,12,0,0,2.15
2875,2020-07-23,충남,187,0,0,179,8,0,0,8.81
2876,2020-07-23,충북,72,0,0,67,5,0,0,4.50
2877,2020-07-23,강원,72,3,0,59,10,0,0,4.67
2878,2020-07-23,경기,1479,29,28,1250,200,17,11,11.16
2879,2020-07-23,세종,50,0,0,50,0,0,0,14.61
2880,2020-07-23,울산,57,1,0,53,3,0,0,4.97
2881,2020-07-23,대전,166,2,0,139,25,0,0,11.26
2882,2020-07-23,광주,200,2,9,112,86,9,0,13.73
2883,2020-07-23,인천,380,2,3,352,26,2,1,12.85
2884,2020-07-23,대구,6937,190,0,6730,17,0,0,284.71
2885,2020-07-23,부산,159,3,2,150,6,0,2,4.66
2886,2020-07-23,서울,1526,11,12,1361,154,11,1,15.68
2887,2020-07-23,합계,13938,297,59,12758,883,39,20,26.88
2888,2020-07-22,검역,997,0,19,698,299,0,19,-
2889,2020-07-22,제주,26,0,0,18,8,0,0,3.88
2890,2020-07-22,경남,156,0,1,142,14,0,1,4.64
2891,2020-07-22,경북,1395,54,0,1338,3,0,0,52.39
2892,2020-07-22,전남,35,0,0,21,14,0,0,1.88
2893,2020-07-22,전북,39,0,0,27,12,0,0,2.15
2894,2020-07-22,충남,187,0,1,179,8,0,1,8.81
2895,2020-07-22,충북,72,0,1,66,6,0,1,4.50
2896,2020-07-22,강원,72,3,0,59,10,0,0,4.67
2897,2020-07-22,경기,1451,29,15,1237,185,8,7,10.95
2898,2020-07-22,세종,50,0,0,50,0,0,0,14.61
2899,2020-07-22,울산,57,1,0,53,3,0,0,4.97
2900,2020-07-22,대전,166,2,0,135,29,0,0,11.26
2901,2020-07-22,광주,191,2,4,101,88,1,3,13.11
2902,2020-07-22,인천,377,2,5,349,26,4,1,12.75
2903,2020-07-22,대구,6937,190,1,6730,17,0,1,284.71
2904,2020-07-22,부산,157,3,0,149,5,0,0,4.60
2905,2020-07-22,서울,1514,11,16,1346,157,16,0,15.55
2906,2020-07-22,합계,13879,297,63,12698,884,29,34,26.77
2907,2020-07-21,검역,978,0,18,690,288,0,18,-
2908,2020-07-21,제주,26,0,1,18,8,1,0,3.73
2909,2020-07-21,경남,155,0,0,142,13,0,0,4.61
2910,2020-07-21,경북,1395,54,1,1336,5,0,1,52.36
2911,2020-07-21,전남,35,0,0,21,14,0,0,1.88
2912,2020-07-21,전북,39,0,0,24,15,0,0,2.15
2913,2020-07-21,충남,186,0,0,174,12,0,0,8.76
2914,2020-07-21,충북,71,0,0,66,5,0,0,4.44
2915,2020-07-21,강원,72,3,0,58,11,0,0,4.67
2916,2020-07-21,경기,1436,29,2,1227,180,1,1,10.82
2917,2020-07-21,세종,50,0,0,50,0,0,0,14.61
2918,2020-07-21,울산,57,1,0,53,3,0,0,4.97
2919,2020-07-21,대전,166,2,0,122,42,0,0,11.26
2920,2020-07-21,광주,187,2,0,94,91,0,0,12.84
2921,2020-07-21,인천,372,2,0,349,21,0,0,12.58
2922,2020-07-21,대구,6936,190,2,6730,16,0,2,284.59
2923,2020-07-21,부산,157,3,0,149,5,0,0,4.60
2924,2020-07-21,서울,1498,10,21,1340,148,18,3,15.17
2925,2020-07-21,합계,13816,296,45,12643,877,20,25,26.56
2926,2020-07-20,검역,960,0,10,676,284,0,10,-
2927,2020-07-20,제주,25,0,0,18,7,0,0,3.73
2928,2020-07-20,경남,155,0,2,139,16,0,2,4.61
2929,2020-07-20,경북,1394,54,1,1336,4,0,1,52.36
2930,2020-07-20,전남,35,0,2,21,14,1,1,1.88
2931,2020-07-20,전북,39,0,1,24,15,0,1,2.15
2932,2020-07-20,충남,186,0,1,170,16,0,1,8.76
2933,2020-07-20,충북,71,0,0,64,7,0,0,4.44
2934,2020-07-20,강원,72,3,0,58,11,0,0,4.67
2935,2020-07-20,경기,1434,29,1,1216,189,0,1,10.82
2936,2020-07-20,세종,50,0,0,50,0,0,0,14.61
2937,2020-07-20,울산,57,1,0,53,3,0,0,4.97
2938,2020-07-20,대전,166,2,0,111,53,0,0,11.26
2939,2020-07-20,광주,187,2,1,89,96,1,0,12.84
2940,2020-07-20,인천,372,2,2,348,22,0,2,12.58
2941,2020-07-20,대구,6934,190,2,6728,16,0,2,284.59
2942,2020-07-20,부산,157,3,0,149,5,0,0,4.60
2943,2020-07-20,서울,1477,10,3,1322,145,2,1,15.17
2944,2020-07-20,합계,13771,296,26,12572,903,4,22,26.56
2945,2020-07-19,검역,950,0,7,676,274,0,7,-
2946,2020-07-19,제주,25,0,1,18,7,0,1,3.73
2947,2020-07-19,경남,153,0,0,139,14,0,0,4.55
2948,2020-07-19,경북,1393,54,0,1335,4,0,0,52.32
2949,2020-07-19,전남,33,0,0,21,12,0,0,1.77
2950,2020-07-19,전북,38,0,0,24,14,0,0,2.09
2951,2020-07-19,충남,185,0,0,170,15,0,0,8.72
2952,2020-07-19,충북,71,0,0,64,7,0,0,4.44
2953,2020-07-19,강원,72,3,0,58,11,0,0,4.67
2954,2020-07-19,경기,1433,29,4,1209,195,0,4,10.81
2955,2020-07-19,세종,50,0,0,50,0,0,0,14.61
2956,2020-07-19,울산,57,1,0,53,3,0,0,4.97
2957,2020-07-19,대전,166,2,1,111,53,1,0,11.26
2958,2020-07-19,광주,186,1,10,87,98,10,0,12.77
2959,2020-07-19,인천,370,2,1,345,23,0,1,12.52
2960,2020-07-19,대구,6932,190,0,6727,15,0,0,284.51
2961,2020-07-19,부산,157,3,0,149,5,0,0,4.6
2962,2020-07-19,서울,1474,10,10,1320,144,10,0,15.14
2963,2020-07-19,합계,13745,295,34,12556,894,21,13,26.51
2964,2020-07-18,검역,943,0,12,671,272,0,12,-
2965,2020-07-18,제주,24,0,1,18,6,1,0,3.58
2966,2020-07-18,경남,153,0,2,134,19,0,2,4.55
2967,2020-07-18,경북,1393,54,0,1335,4,0,0,52.32
2968,2020-07-18,전남,33,0,1,21,12,0,1,1.77
2969,2020-07-18,전북,38,0,0,24,14,0,0,2.09
2970,2020-07-18,충남,185,0,0,170,15,0,0,8.72
2971,2020-07-18,충북,71,0,0,64,7,0,0,4.44
2972,2020-07-18,강원,72,3,0,58,11,0,0,4.67
2973,2020-07-18,경기,1429,29,10,1201,199,2,8,10.78
2974,2020-07-18,세종,50,0,0,50,0,0,0,14.61
2975,2020-07-18,울산,57,1,1,53,3,1,0,4.97
2976,2020-07-18,대전,165,2,0,108,55,0,0,11.19
2977,2020-07-18,광주,176,1,0,77,98,0,0,12.08
2978,2020-07-18,인천,369,2,2,342,25,1,1,12.48
2979,2020-07-18,대구,6932,190,3,6726,16,0,3,284.51
2980,2020-07-18,부산,157,3,1,149,5,0,1,4.6
2981,2020-07-18,서울,1464,9,6,1318,137,6,0,15.04
2982,2020-07-18,합계,13711,294,39,12519,898,11,28,26.44
2983,2020-07-17,검역,931,0,25,665,266,0,25,-
2984,2020-07-17,제주,23,0,3,18,5,3,0,3.43
2985,2020-07-17,경남,151,0,2,134,17,0,2,4.49
2986,2020-07-17,경북,1393,54,0,1335,4,0,0,52.32
2987,2020-07-17,전남,32,0,0,21,11,0,0,1.72
2988,2020-07-17,전북,38,0,0,24,14,0,0,2.09
2989,2020-07-17,충남,185,0,0,169,16,0,0,8.72
2990,2020-07-17,충북,71,0,0,64,7,0,0,4.44
2991,2020-07-17,강원,72,3,0,58,11,0,0,4.67
2992,2020-07-17,경기,1419,29,15,1185,205,5,10,10.71
2993,2020-07-17,세종,50,0,0,50,0,0,0,14.61
2994,2020-07-17,울산,56,1,0,53,2,0,0,4.88
2995,2020-07-17,대전,165,2,1,99,64,1,0,11.19
2996,2020-07-17,광주,176,1,5,71,104,5,0,12.08
2997,2020-07-17,인천,367,2,0,341,24,0,0,12.41
2998,2020-07-17,대구,6929,189,0,6725,15,0,0,284.38
2999,2020-07-17,부산,156,3,0,148,5,0,0,4.57
3000,2020-07-17,서울,1458,9,9,1300,149,7,2,14.98
3001,2020-07-17,합계,13672,293,60,12460,919,21,39,26.37
3002,2020-07-16,검역,906,0,20,658,248,0,20,-
3003,2020-07-16,제주,20,0,0,18,2,0,0,2.98
3004,2020-07-16,경남,149,0,1,134,15,0,1,4.43
3005,2020-07-16,경북,1393,54,0,1335,4,0,0,52.32
3006,2020-07-16,전남,32,0,0,20,12,0,0,1.72
3007,2020-07-16,전북,38,0,0,23,15,0,0,2.09
3008,2020-07-16,충남,185,0,0,167,18,0,0,8.72
3009,2020-07-16,충북,71,0,1,63,8,0,1,4.44
3010,2020-07-16,강원,72,3,3,58,11,1,2,4.67
3011,2020-07-16,경기,1404,28,21,1165,211,3,18,10.60
3012,2020-07-16,세종,50,0,0,50,0,0,0,14.61
3013,2020-07-16,울산,56,1,1,53,2,0,1,4.88
3014,2020-07-16,대전,164,2,1,96,66,1,0,11.13
3015,2020-07-16,광주,171,0,1,63,108,1,0,11.74
3016,2020-07-16,인천,367,2,3,336,29,2,1,12.41
3017,2020-07-16,대구,6929,189,2,6723,17,0,2,284.38
3018,2020-07-16,부산,156,3,0,148,5,0,0,4.57
3019,2020-07-16,서울,1449,9,7,1286,154,6,1,14.89
3020,2020-07-16,합계,13612,291,61,12396,925,14,47,26.25
3021,2020-07-15,검역,886,0,23,652,234,0,23,-
3022,2020-07-15,제주,20,0,0,18,2,0,0,2.98
3023,2020-07-15,경남,148,0,0,134,14,0,0,4.40
3024,2020-07-15,경북,1393,54,0,1334,5,0,0,52.32
3025,2020-07-15,전남,32,0,0,20,12,0,0,1.72
3026,2020-07-15,전북,38,0,0,23,15,0,0,2.09
3027,2020-07-15,충남,185,0,0,167,18,0,0,8.72
3028,2020-07-15,충북,70,0,0,63,7,0,0,4.38
3029,2020-07-15,강원,69,3,0,58,8,0,0,4.48
3030,2020-07-15,경기,1383,26,5,1149,208,3,2,10.44
3031,2020-07-15,세종,50,0,0,50,0,0,0,14.61
3032,2020-07-15,울산,55,1,0,53,1,0,0,4.79
3033,2020-07-15,대전,163,2,3,91,70,1,2,11.06
3034,2020-07-15,광주,170,0,1,57,113,1,0,11.67
3035,2020-07-15,인천,364,2,1,336,26,0,1,12.31
3036,2020-07-15,대구,6927,189,0,6720,18,0,0,284.30
3037,2020-07-15,부산,156,3,0,148,5,0,0,4.57
3038,2020-07-15,서울,1442,9,6,1275,158,6,0,14.81
3039,2020-07-15,합계,13551,289,39,12348,914,11,28,26.14
3040,2020-07-14,검역,863,0,12,647,216,0,12,-
3041,2020-07-14,제주,20,0,0,18,2,0,0,2.98
3042,2020-07-14,경남,148,0,0,134,14,0,0,4.40
3043,2020-07-14,경북,1393,54,0,1333,6,0,0,52.32
3044,2020-07-14,전남,32,0,0,20,12,0,0,1.72
3045,2020-07-14,전북,38,0,2,23,15,2,0,2.09
3046,2020-07-14,충남,185,0,0,165,20,0,0,8.72
3047,2020-07-14,충북,70,0,1,63,7,1,0,4.38
3048,2020-07-14,강원,69,3,0,57,9,0,0,4.48
3049,2020-07-14,경기,1378,26,9,1131,221,4,5,10.40
3050,2020-07-14,세종,50,0,0,50,0,0,0,14.61
3051,2020-07-14,울산,55,1,0,53,1,0,0,4.79
3052,2020-07-14,대전,160,2,1,87,71,0,1,10.85
3053,2020-07-14,광주,169,0,1,54,115,0,1,11.60
3054,2020-07-14,인천,363,2,0,335,26,0,0,12.28
3055,2020-07-14,대구,6927,189,0,6720,18,0,0,284.30
3056,2020-07-14,부산,156,3,0,148,5,0,0,4.57
3057,2020-07-14,서울,1436,9,7,1244,183,7,0,14.75
3058,2020-07-14,합계,13512,289,33,122282,941,14,19,26.06
3059,2020-07-13,검역,851,0,18,643,208,0,18,-
3060,2020-07-13,제주,20,0,0,18,2,0,0,2.98
3061,2020-07-13,경남,148,0,2,134,14,0,2,4.4
3062,2020-07-13,경북,1393,54,0,1333,6,0,0,52.32
3063,2020-07-13,전남,32,0,0,20,12,0,0,1.72
3064,2020-07-13,전북,36,0,0,23,13,0,0,1.98
3065,2020-07-13,충남,185,0,4,163,22,0,4,8.72
3066,2020-07-13,충북,69,0,1,63,6,0,1,4.31
3067,2020-07-13,강원,69,3,2,57,9,0,2,4.48
3068,2020-07-13,경기,1369,26,11,1106,237,3,8,10.33
3069,2020-07-13,세종,50,0,0,50,0,0,0,14.61
3070,2020-07-13,울산,55,1,0,53,1,0,0,4.79
3071,2020-07-13,대전,159,2,0,85,72,0,0,10.79
3072,2020-07-13,광주,168,0,7,44,124,6,1,11.53
3073,2020-07-13,인천,363,2,3,332,29,0,3,12.28
3074,2020-07-13,대구,6927,189,1,6715,23,0,1,284.3
3075,2020-07-13,부산,156,3,0,148,5,0,0,4.57
3076,2020-07-13,서울,1429,9,13,1217,203,10,3,14.68
3077,2020-07-13,합계,13479,289,62,12204,986,19,43,26
3078,2020-07-12,검역,833,0,12,641,192,0,12,-
3079,2020-07-12,제주,20,0,0,18,2,0,0,2.98
3080,2020-07-12,경남,146,0,1,133,13,0,1,4.34
3081,2020-07-12,경북,1393,54,0,1333,6,0,0,52.32
3082,2020-07-12,전남,32,0,0,19,13,0,0,1.72
3083,2020-07-12,전북,36,0,1,22,14,0,1,1.98
3084,2020-07-12,충남,181,0,0,159,22,0,0,8.53
3085,2020-07-12,충북,68,0,0,63,5,0,0,4.25
3086,2020-07-12,강원,67,3,0,57,7,0,0,4.35
3087,2020-07-12,경기,1358,26,17,1103,229,8,9,10.25
3088,2020-07-12,세종,50,0,0,50,0,0,0,14.61
3089,2020-07-12,울산,55,1,0,53,1,0,0,4.79
3090,2020-07-12,대전,159,2,1,85,72,1,0,10.79
3091,2020-07-12,광주,161,0,5,43,118,5,0,11.05
3092,2020-07-12,인천,360,2,0,330,28,0,0,12.18
3093,2020-07-12,대구,6926,189,0,6712,25,0,0,284.26
3094,2020-07-12,부산,156,3,0,148,5,0,0,4.57
3095,2020-07-12,서울,1416,9,7,1209,198,7,0,14.55
3096,2020-07-12,합계,13417,289,44,12178,950,21,23,25.88
3097,2020-07-11,검역,821,0,8,635,186,0,8,-
3098,2020-07-11,제주,20,0,0,18,2,0,0,2.98
3099,2020-07-11,경남,145,0,0,133,12,0,0,4.31
3100,2020-07-11,경북,1393,54,0,1333,6,0,0,52.32
3101,2020-07-11,전남,32,0,0,19,13,0,0,1.72
3102,2020-07-11,전북,35,0,2,22,13,0,2,1.93
3103,2020-07-11,충남,181,0,1,159,22,0,1,8.53
3104,2020-07-11,충북,68,0,0,63,5,0,0,4.25
3105,2020-07-11,강원,67,3,0,56,8,0,0,4.35
3106,2020-07-11,경기,1341,25,4,1096,220,2,2,10.12
3107,2020-07-11,세종,50,0,0,50,0,0,0,14.61
3108,2020-07-11,울산,55,1,0,53,1,0,0,4.79
3109,2020-07-11,대전,158,2,2,82,74,2,0,10.72
3110,2020-07-11,광주,156,0,9,40,116,9,0,10.71
3111,2020-07-11,인천,360,2,1,329,29,1,0,12.18
3112,2020-07-11,대구,6926,189,0,6712,25,0,0,284.26
3113,2020-07-11,부산,156,3,0,146,7,0,0,4.57
3114,2020-07-11,서울,1409,9,8,1198,202,6,2,14.48
3115,2020-07-11,합계,13373,288,35,12144,941,20,15,25.79
3116,2020-07-10,검역,813,0,4,622,191,0,4,-
3117,2020-07-10,제주,20,0,0,18,2,0,0,2.98
3118,2020-07-10,경남,145,0,3,133,12,0,3,4.31
3119,2020-07-10,경북,1393,54,0,1333,6,0,0,52.32
3120,2020-07-10,전남,32,0,3,19,13,2,1,1.72
3121,2020-07-10,전북,33,0,0,22,11,0,0,1.82
3122,2020-07-10,충남,180,0,0,155,25,0,0,8.48
3123,2020-07-10,충북,68,0,2,63,5,0,2,4.25
3124,2020-07-10,강원,67,3,0,56,8,0,0,4.35
3125,2020-07-10,경기,1337,25,14,1078,234,3,11,10.09
3126,2020-07-10,세종,50,0,0,49,1,0,0,14.61
3127,2020-07-10,울산,55,1,0,53,1,0,0,4.79
3128,2020-07-10,대전,156,2,7,66,88,7,0,10.58
3129,2020-07-10,광주,147,0,3,37,110,3,0,10.09
3130,2020-07-10,인천,359,2,1,323,34,0,1,12.14
3131,2020-07-10,대구,6926,189,0,6710,27,0,0,284.26
3132,2020-07-10,부산,156,3,0,146,7,0,0,4.57
3133,2020-07-10,서울,1401,9,8,1182,210,7,1,14.39
3134,2020-07-10,합계,13338,288,45,12065,985,22,23,25.73
3135,2020-07-09,검역,809,0,5,606,203,0,5,-
3136,2020-07-09,제주,20,0,0,18,2,0,0,2.98
3137,2020-07-09,경남,142,0,2,131,11,0,2,4.22
3138,2020-07-09,경북,1393,54,0,1332,7,0,0,52.32
3139,2020-07-09,전남,29,0,1,19,10,0,1,1.56
3140,2020-07-09,전북,33,0,1,22,11,0,1,1.82
3141,2020-07-09,충남,180,0,1,154,26,0,1,8.48
3142,2020-07-09,충북,66,0,0,63,3,0,0,4.13
3143,2020-07-09,강원,67,3,0,56,8,0,0,4.35
3144,2020-07-09,경기,1323,25,8,1071,227,1,7,9.98
3145,2020-07-09,세종,50,0,0,49,1,0,0,14.61
3146,2020-07-09,울산,55,1,0,53,1,0,0,4.79
3147,2020-07-09,대전,149,2,6,61,86,6,0,10.11
3148,2020-07-09,광주,144,0,15,35,109,15,0,9.89
3149,2020-07-09,인천,358,1,3,323,34,2,1,12.11
3150,2020-07-09,대구,6926,189,0,6709,28,0,0,284.26
3151,2020-07-09,부산,156,3,0,146,7,0,0,4.57
3152,2020-07-09,서울,1393,9,8,1171,213,4,4,14.31
3153,2020-07-09,합계,13293,287,50,12019,987,28,22,25.64
3154,2020-07-08,검역,804,0,11,599,205,0,11,-
3155,2020-07-08,제주,20,0,0,18,2,0,0,2.98
3156,2020-07-08,경남,140,0,2,129,11,0,2,4.17
3157,2020-07-08,경북,1394,54,0,1330,10,0,0,52.36
3158,2020-07-08,전남,28,0,1,19,9,1,0,1.5
3159,2020-07-08,전북,32,0,2,22,10,0,2,1.76
3160,2020-07-08,충남,179,0,6,153,26,3,3,8.43
3161,2020-07-08,충북,66,0,0,62,4,0,0,4.13
3162,2020-07-08,강원,67,3,0,55,9,0,0,4.35
3163,2020-07-08,경기,1315,24,18,1055,236,11,7,9.92
3164,2020-07-08,세종,50,0,0,49,1,0,0,14.61
3165,2020-07-08,울산,55,1,0,53,1,0,0,4.79
3166,2020-07-08,대전,143,2,2,55,86,2,0,9.7
3167,2020-07-08,광주,129,0,8,35,94,7,1,8.86
3168,2020-07-08,인천,355,1,1,322,32,1,0,12.01
3169,2020-07-08,대구,6926,189,1,6708,29,0,1,284.26
3170,2020-07-08,부산,156,3,0,146,7,0,0,4.57
3171,2020-07-08,서울,1385,8,10,1160,217,5,5,14.23
3172,2020-07-08,합계,13244,285,62,11970,989,30,32,25.54
3173,2020-07-07,검역,793,0,16,592,201,0,16,-
3174,2020-07-07,제주,20,0,0,18,2,0,0,2.98
3175,2020-07-07,경남,138,0,0,129,9,0,0,4.11
3176,2020-07-07,경북,1393,54,0,1330,9,0,0,52.32
3177,2020-07-07,전남,27,0,0,19,8,0,0,1.45
3178,2020-07-07,전북,30,0,1,22,8,0,1,1.65
3179,2020-07-07,충남,173,0,0,152,21,0,0,8.15
3180,2020-07-07,충북,66,0,0,62,4,0,0,4.13
3181,2020-07-07,강원,67,3,0,55,9,0,0,4.35
3182,2020-07-07,경기,1297,24,13,1034,239,7,6,9.79
3183,2020-07-07,세종,50,0,0,48,2,0,0,14.61
3184,2020-07-07,울산,55,1,0,53,1,0,0,4.79
3185,2020-07-07,대전,141,2,2,50,89,2,0,9.56
3186,2020-07-07,광주,121,0,6,33,88,6,0,8.31
3187,2020-07-07,인천,354,1,2,319,34,2,0,11.98
3188,2020-07-07,대구,6925,189,1,6708,28,0,1,284.22
3189,2020-07-07,부산,156,3,0,146,7,0,0,4.57
3190,2020-07-07,서울,1375,8,3,1144,223,3,0,14.13
3191,2020-07-07,합계,13181,285,44,11914,982,20,24,25.42
3192,2020-07-06,검역,777,0,15,580,197,0,15,-
3193,2020-07-06,제주,20,0,0,18,2,0,0,2.98
3194,2020-07-06,경남,138,0,1,129,9,0,1,4.11
3195,2020-07-06,경북,1393,54,1,1330,9,0,1,52.32
3196,2020-07-06,전남,27,0,2,19,8,2,0,1.45
3197,2020-07-06,전북,29,0,0,22,7,0,0,1.6
3198,2020-07-06,충남,173,0,1,152,21,1,0,8.15
3199,2020-07-06,충북,66,0,0,61,5,0,0,4.13
3200,2020-07-06,강원,67,3,1,55,9,0,1,4.35
3201,2020-07-06,경기,1284,23,6,1017,244,5,1,9.69
3202,2020-07-06,세종,50,0,0,48,2,0,0,14.61
3203,2020-07-06,울산,55,1,0,53,1,0,0,4.79
3204,2020-07-06,대전,139,2,2,49,88,2,0,9.43
3205,2020-07-06,광주,115,0,7,33,82,7,0,7.89
3206,2020-07-06,인천,352,1,6,319,32,5,1,11.91
3207,2020-07-06,대구,6924,189,2,6707,28,0,2,284.18
3208,2020-07-06,부산,156,3,1,146,7,0,1,4.57
3209,2020-07-06,서울,1372,8,3,1110,254,2,1,14.1
3210,2020-07-06,합계,13137,284,48,11848,1005,24,24,25.34
3211,2020-07-05,검역,762,0,9,577,185,0,9,-
3212,2020-07-05,제주,20,0,1,18,2,0,1,2.98
3213,2020-07-05,경남,137,0,0,129,8,0,0,4.08
3214,2020-07-05,경북,1392,54,1,1330,8,1,0,52.28
3215,2020-07-05,전남,25,0,0,19,6,0,0,1.34
3216,2020-07-05,전북,29,0,1,22,7,0,1,1.6
3217,2020-07-05,충남,172,0,0,151,21,0,0,8.1
3218,2020-07-05,충북,66,0,0,61,5,0,0,4.13
3219,2020-07-05,강원,66,3,1,55,8,1,0,4.28
3220,2020-07-05,경기,1278,23,8,1013,242,4,4,9.65
3221,2020-07-05,세종,50,0,0,47,3,0,0,14.61
3222,2020-07-05,울산,55,1,0,52,2,0,0,4.79
3223,2020-07-05,대전,137,1,8,48,88,8,0,9.29
3224,2020-07-05,광주,108,0,16,33,75,15,1,7.41
3225,2020-07-05,인천,346,1,0,319,26,0,0,11.7
3226,2020-07-05,대구,6924,189,0,6707,28,0,0,284.18
3227,2020-07-05,부산,155,3,0,146,6,0,0,4.54
3228,2020-07-05,서울,1369,8,16,1105,256,14,2,14.06
3229,2020-07-05,합계,13091,283,61,11832,976,43,18,25.25
3230,2020-07-04,검역,753,0,18,575,178,0,18,-
3231,2020-07-04,제주,19,0,0,18,1,0,0,2.83
